landing_page,visits,purchases,sales
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Cambridge+Campus+Zip+Hoodie+MD,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Large+Pet+Collar+Red+Yellow,3,0,0.0
http://shop.googlemerchandisestore.com/ideas,3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/wearables/men+s+t-shirts/men+s+vintage+heather+t-shirt.axd,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Boulder+Campus+Mug,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/TYCTWD,3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/google+blue+yoyo,3,0,0.0
http://shop.googlemerchandisestore.com/google+redesign/shop+by+,3,0,0.0
http://shop.googlemerchandisestore.com/Google+Redesign/Drinkware,3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/office/android+notebook+set+black,3,0,0.0
https://www.googlemerchandisestore.com/store.html,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+SF+Campus+Tote,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Separating+Keyring,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Sunnyvale+Campus+Sticker,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/spring+sale,3,0,0.0
https://shop.googlemerchandisestore.com/tuvieja,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Wearables/,3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/google+magnet,3,0,0.0
https://shop.googlemerchandisestore.com/xxxx,3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+nyc+campus+zip+hoodie,3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/bags/google+seaport+tote,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Onesie+White,3,0,0.0
https://shop.googlemerchandisestore.com/vectoreo,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Electronics/Audio/Google+G+Noise+reducing+Bluetooth+Headphones.axd,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Clear+Framed+Blue+Shades,3,1,113.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Toddler+Tee+White,3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+badge+heavyweight+pullover+black,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Bottle+Cleaner,3,0,0.0
https://shop.googlemerchandisestore.com/(canada),3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Mountain+View+Tee+Blue,3,0,0.0
https://shop.googlemerchandisestore.com/error.html,3,0,0.0
https://shop.googlemerchandisestore.com/google,3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/lifestyle/fun/google+kick+ball.axd,3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/gift+cards,3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/android+iconic+hat+green,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Youth+Hero+Tee+Grey,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Medium+Pet+Collar+Red+Yellow,3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/youtube+icon+hoodie+black,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Android+Iconic+4in+Decal,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Wearables/Men+s+T-Shirts/index,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Mountain+View+Campus+Sticker,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Google+Land+and+Sea+French+Terry+Sweatshirt),3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+mens+softshell+moss,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Citron,3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/fun/android+luggage+tag.axd,3,0,0.0
https://shop.googlemerchandisestore.com/roruizf,3,0,0.0
https://shop.googlemerchandisestore.com./,3,0,0.0
https://shop.googlemerchandisestore.com/ (Canada),3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Google+Pen+Navy,3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+mens+tech+fleece+grey,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Toddler+Tee+Navy,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/bags/water+bottles+and+tumblers,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+PNW+Campus+Zip+Hoodie,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Boulder+Campus+Zip+Hoodie,3,1,64.0
https://shop.googlemerchandisestore.com/payment.html,3,1,125.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+unisex+eco+tee+black,3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/shop+by+brand/quickview,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/R29vZ2xlK0,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+LA+Campus+Mug,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Seattle+Campus+Mug,3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+badge+heavyweight+pullover+black+sm,2,0,0.0
https://shop.googlemerchandisestore.com/new/new-drinkware/,2,0,0.0
https://shop.googlemerchandisestore.com/eco/organic+android+dog+collar.axd,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/bags/google+chicago+campus+tote,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/IamRemarkable+Pen,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/drinkware/google+boulder+campus+mug,2,0,0.0
https://shop.googlemerchandisestore.com/Google+R,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/google+medium+pet+leash+red+yellow,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Google+Campus+Bike+Carry+Pouch,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Wearables/Headwear/Android+Unwashed+Chino+Twill+Cap.axd,2,0,0.0
https://shop.googlemerchandisestore.com/rafaelvega,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/google+tech+taco,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/Waze+Dress+Socks.axd,2,0,0.0
https://shop.googlemerchandisestore.com/topsellers/galaxy+screen+cleaning+cloth.axd/quickview,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Youth+Jumbo+Print+Tee+White,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Austin+Campus+Lapel+Pin,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/shop+by+brand/google/ðŸ ´ðŸ ´ðŸ ´ðŸ ´bojack horsmanðŸ ´ðŸ ´ðŸ ´ðŸ ´,2,0,0.0
https://shop.googlemerchandisestore.com/eco/organic+cotton+toddler+tee+-+white.axd,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Cambridge+Campus+Tote,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparelgoogle+beekeepers+youth+tee+pink,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/google+nyc+campus+lapel+pin,2,0,0.0
https://shop.googlemerchandisestore.com/topsellers/home,2,0,0.0
http://shop.googlemerchandisestore.com/google+redesign/lifestyle/bags,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Google+Striped+Penny+Pouch,2,0,0.0
https://www.googlemerchandisestore.com./,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Felt+Mason+Jar,2,0,0.0
https://shop.googlemerchandisestore.com/Google Redesign/Stationery,2,0,0.0
https://shop.googlemerchandisestore.com/clearance/clearance-apparel/,2,0,0.0
https://shop.googlemerchandisestore.com/new/new-accessories/,2,0,0.0
http://shop.googlemerchandisestore.com/google+redesign/electronics,2,0,0.0
https://shop.googlemerchandisestore.com/store-policies/frequently-asked-questions/returns,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+black+tee,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/women+s/women+s+t+shirts,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/google+emoji+sticker+pack+2+sheet,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+PNW+Campus+Lapel+Pin,2,0,0.0
https://shop.googlemerchandisestore.com/Eco/Youth+Black+is+Back+Tee.axd,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/candy+cane+android+cardboard+sculpture,2,0,0.0
https://shop.googlemerchandisestore.com/store-policies/privacy-policy,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+land+and+sea+cotton+cap+ls,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+navy+speckled+tee,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Android+Hipster+Pin,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/google+cloth+pouch+black,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Mural+Tote,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/bags/essential+canvas+tote,2,0,0.0
https://shop.googlemerchandisestore.com/Google Redesign/Super G Unisex Joggers,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/android+large+removable+sticker+sheet,2,0,0.0
https://shop.googlemerchandisestore.com/certi,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Google+Aluminum+Bottle+Red,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Cambridge+Campus+Unisex+Tee,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/ApparelGoogle+Beekeepers+Toddler+Tee+Pink,2,1,30.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Youth+Badge+Tee+Olive,2,1,27.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Light+Up+Pen+Red,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/bags/google+rolltop+backpack+blue,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+heather+green+speckled+tee,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Cambridge+Campus+Zip+Hoodie+XL,2,0,0.0
http://shop.googlemerchandisestore.com/google+redesign/shop+by+brand/youtube/quickview,2,0,0.0
https://shop.googlemerchandisestore.com/jostin,2,0,0.0
https://shop.googlemerchandisestore.com/google redesign/apparel/android world cup tee,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Kids/Google+Trike+Tee+Black,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/drinkware/water+bottles,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Android+Iconic+Pin,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Stan+and+Friends+Toddler+Tee+Green,2,0,0.0
https://shop.googlemerchandisestore.com/youtube,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Android+Geek+Pin,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/nest/nest+detect,2,0,0.0
https://shop.googlemerchandisestore.com/Google Redesign/eco friendly,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Google+Land+and+Sea+French+Terry+Sweatshirt+LS,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/kids/google+standard+onesie+green,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Nest/Nest+USA/Nest+Learning+Thermostat+3rd+Gen+USA+Stainless+Steel.axd,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tee+FC+Black+MD,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+NYC+Campus+Zip+Hoodie+XS,2,0,0.0
"https://shop.googlemerchandisestore.com/,",2,0,0.0
http://shop.googlemerchandisestore.com/google redesign/gift cards,2,0,0.0
https://shop.googlemerchandisestore.com/google redesign/apparel/mens/mens t shirts,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/brands/youtube/home,2,0,0.0
http://shop.googlemerchandisestore.com/google+redesign/shop+by+brand,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/lifestyle/quickview,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Bag,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/bags/backpacks//quickview,2,0,0.0
https://shop.googlemerchandisestore.com/store-policies/privacy-policy/home,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Sunnyvale+Campus+Tote,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+PNW+Campus+Mug,2,0,0.0
https://shop.googlemerchandisestore.com/eco/recycled+plastic+bottle+hoodie+-+green.axd,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Austin+Campus+Tote,2,0,0.0
https://shop.googlemerchandisestore.com/Google+â€¦,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/electronic+accessories,2,0,0.0
https://shop.googlemerchandisestore.com/index,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Cambridge+Campus+Bottle,2,0,0.0
https://shop.googlemerchandisestore.com/google redesign/apparel/headgear/google trucker hat.axd,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Chicago+Campus+Mug,2,1,50.0
https://shop.googlemerchandisestore.com/Google Redesign/Accessories/Google See no hear no set,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Cambridge+Campus+Lapel+Pin,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/ladies+t-shirts/ladies+not+for+sale+t-shirt.axd,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/drinkware/google+16oz+glass+bottle+green,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/socks/quickview,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Men+s+T-Shirts/home,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/google+bellevue+campus+sticker,2,0,0.0
http://shop.googlemerchandisestore.com/google+red,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+crew+grey,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/New/luissarno,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Fun/Windup+Android.axd,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Youth+Hero+Tee+Maroon,2,0,0.0
https://shop.googlemerchandisestore.com/google redesign/apparel/headgear,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Wallet+Stand+Black,2,0,0.0
http://shop.googlemerchandisestore.com/Google Redesign/Accessories/Google Campus Bike,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+SF+Campus+Mug,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Gift+Cards/Gift+Card++25.00.axd,2,1,25.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/android+coachs+jacket+black,2,0,0.0
http://shop.googlemerchandisestore.com/google+redesign/bags/google+utility+backpack,2,0,0.0
https://shop.googlemerchandisestore.com/store.ht,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessoriesðŸ˜ƒðŸ‘ ,2,0,0.0
https://shop.googlemerchandisestore.com/shop.axd/SubmitOrder,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Brands/Go/,2,0,0.0
https://shop.googlemerchandisestore.com/â€‹,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Thermal+Bottle+White+with+box,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/electronics/quickview,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/nest/nest+yale+lock+satin+nickel,2,0,0.0
https://shop.googlemerchandisestore.com/https://support.google.com/analytics/answer/6367342,2,0,0.0
https://shop.googlemerchandisestore.com/details/New/New/GGL1720_Google Notabag - Blue,2,0,0.0
https://shop.googlemerchandisestore.com///,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/stan+and+friends+tee+green,2,0,0.0
https://shop.googlemerchandisestore.com/registersuccess/.html,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/shop+by+brand/google/quickview,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Google+Land+and+Sea+Mug+LS,2,0,0.0
https://shop.googlemerchandisestore.com//asearch.html,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/android+sm+sticker+sheet,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Chicago+Campus+Bottle,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Chicago+Campus+Unisex+Tee,2,2,46.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Medium+Pet+Leash+Blue+Green,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+tonal+tee+slate+grey+xl,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Dino+Buddies+Tee+Grey,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Brands/Go/Go+Gopher+Pink+Squishable.axd,2,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Kirkland+Pullover,2,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/google+separating+keyring,2,0,0.0
http://shop.googlemerchandisestore.com/google+re,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/lifestyle/fun/malibu+sunglasses.axd,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/android+iconic+hat+white,1,0,0.0
https://shop.googlemerchandisestore.com/default.aspx,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+womens+grid+zip+up+md,1,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Kirkland+Campus+Lapel+Pin,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/shop+by+brand/youtube/mayttevc86@,1,0,0.0
https://shop.googlemerchandisestore.com/Google Redesign/Stationery/Notebooks,1,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+LA+Campus+Lapel+Pin/robot.txt,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/office/google+cork+pencil+pouch,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/drinkware/google+camp+mug+ivory,1,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/New+2015+Logo/Prop+Device+Cradle.axd,1,0,0.0
https://shop.googlemerchandisestore.com/Google Redesign/Apparel/Google Womens Discovery,1,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens/quickview,1,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+NYC+Campus+Unisex+Tee+MD,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/lifestyle/fun/windup+android.axd,1,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Cambridge+Campus+Ladies+Tee,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+austin+campus+zip+hoodie,1,0,0.0
https://shop.googlemerchandisestore.com/Eco/home,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/pet/crunch+noise+dog+toy.axd,1,0,0.0
https://shop.googlemerchandisestore.com/shop.axd/resetpassword,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/google+laptop+sleeve+charcoal,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/drinkware/google+bike+bottle,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+navy+speckled+tee+sm,1,0,0.0
https://shop.googlemerchandisestore.com//google+redesign/apparel/mens/quickview,1,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Brands/Android/,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/drinkware/google+super+g+tumbler+blue+lid,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/bags/google+nyc+campus+tote,1,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Kids/Google+Cappy+Bib+White,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/google+redesign/electronics/google+redesign/electronics/google+redesign/accessories/google+redesign/accessories/sports++fitness,1,0,0.0
https://shop.googlemerchandisestore.com/www.fb.com,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+cambridge+campus+unisex+tee,1,0,0.0
"https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Dino+Game+Tee,2941,4,0.0013600816048962938",1,0,0.0
https://shop.googlemerchandisestore.com/Google Redesign/Accessories/Android Lumberjack Pin,1,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+Standards+Zip+Hoodie+Black+XS,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/android+toddler+circle+tee,1,0,0.0
https://shop.googlemerchandisestore.com/ case study,1,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Mugs/Android+4oz+Rise+Mug.axd,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/google+mural+sticker+sheet,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/drinkware/skyline+metro+mug.axd,1,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Men+s+Google+Weatherblock+Shell+Black.axd,1,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Wearables/Men+s+T-Shirts/Bamboo+Men+s+T-Shirt.axd,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/kids/kids+youth/android+youth+short+sleeve+tshirt+aqua.axd,1,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Men+s+T+Shirts/Google+Mens+Skater+Tee+grey.axd,1,0,0.0
https://shop.googlemerchandisestore.com/vianey,1,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/Google+Redesign/Apparel/YouTube+Leather+Strap+Hat+Black,1,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Womens/Womens+Outerwear,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/mens+outerwear/google+mens+zip+hoodie+2xl.axd,1,0,0.0
http://shop.googlemerchandisestore.com/googl,1,0,0.0
https://shop.googlemerchandisestore.com/Doodles+On+Demand/cid=935/shop.axd/Category,1,0,0.0
"https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Dino+Game+Tee,1616345,14975,0.009264729992668645",1,0,0.0
https://shop.googlemerchandisestore.com/plat,1,0,0.0
https://shop.googlemerchandisestore.com//basket.html,1,0,0.0
https://shop.googlemerchandisestore.com/.jsp/JsessionID=,1,0,0.0
"https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Dino+Game+Tee,451491,580,0.0012846324732940413",1,0,0.0
https://shop.googlemerchandisestore.com/New/Cross+Calais+Pen.axd,1,0,0.0
https://shop.googlemerchandisestore.com//login,1,0,0.0
https://shop.googlemerchandisestore.com/chrome-extension://pebplbnpogfdllkijjlabbjbbngdadjl/ntp2.html,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/google+clear+framed+yellow+shades,1,0,0.0
https://shop.googlemerchandisestore.com/basket.htm,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/electronics/audio/quickview,1,0,0.0
http://shop.googlemerchandisestore.com/google+redesign/apparel/kids,1,0,0.0
https://shop.googlemerchandisestore.com/Eco/Organic+Me-To-We+Tee.axd,1,0,0.0
https://shop.googlemerchandisestore.com/store.html/home,1,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Cambridge+Campus+Sticker,1,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Sherpa+Zip+Hoodie+Charcoal ),1,0,0.0
https://googlemerchandisestore.com/efaraneda,1,0,0.0
https://shop.googlemerchandisestore.com/google redesign/apparel/womens/womens tshirts/google womens vneck tee g.axd,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/drinkware/google+16oz+tumbler+blue,1,0,0.0
http://shop.googlemerchandisestore.com/google+redesign/apparel/mens,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+badge+heavyweight+pullover+black+xl,1,0,0.0
https://shop.googlemerchandisestore.com/+,1,0,0.0
https://shop.googlemerchandisestore.com/new/new-bags/home,1,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/clearance,1,0,0.0
https://shop.googlemerchandisestore.com/Eco/25oz+Recycled+Infuser+Bottle.axd,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+toddler+fc+zip+hoodie,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/office/google+light+up+pen+blue,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/stickers+and+decals//quickview,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+land+and+sea+unisex+tee,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+google+striped+tank,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/google+felt+strap+keyring,1,0,0.0
"https://shop.googlemerchandisestore.com/Tips/requests",1,0,0.0
https://shop.googlemerchandisestore.com/tu_cora,1,0,0.0
http://shop.googlemerchandisestore.com/Google Zip Hoodie F/C,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/google+large+pet+leash+red+yellow,1,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Seattle+Campus+Sticker,1,0,0.0
https://shop.googlemerchandisestore.com/oko,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+womens+tech+fleece+grey,1,0,0.0
https://shop.googlemerchandisestore.com/301-http-169.254.169.254:80-.x.xml,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/google+boulder+campus+sticker,1,0,0.0
https://shop.googlemerchandisestore.com/Eco/Android+Napa+Perfect+Bound+Journal.axd,1,0,0.0
https://shop.googlemerchandisestore.com/osidfusldkfslkdfj,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/bag/totes/google+lunch+bag.axd,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+youth+google+pocket+tee+blue,1,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/android+iconic+sticker+sheet,1,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Heathered+Pom+BeanieThis,1,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Shop+By+Brand/Youtube,1,0,0.0
